133.2482 36.2908 WI OKI2 HHZ 0.106
131.8149 33.9725 WI N.TKUH HHZ -0.012
134.9071 35.2925 WI N.SNTH HHZ -0.02
137.0253 35.3532 WI NU.INU1 HHZ 0.13
135.1243 35.5243 WI N.NDGH HHZ -0.141
135.5383 34.9102 WI DP.BWD7 HHZ 0.335
136.2835 34.7662 WI N.OYMH HHZ 0.08
135.9104 35.511 WI DP.KK12 HHZ 0.105
132.4185 34.6657 WI TOYOHI HHZ 0.47
137.5597 35.8473 WI DP.OT63 HHZ 1.237
137.5916 35.8464 WI DP.OT26 HHZ 1.307
136.08063 35.17701 WI DP.OHM HHZ 0.12
137.1054 35.6682 WI N.KAYH HHZ 0.333
135.2176 33.8252 WI N.INMH HHZ -0.06
137.4892 36.5889 WI DP.TYJ HHZ 0.785
137.7239 36.4946 WI N.OMCH HHZ 1.07
134.3241 34.4572 WI N.UUMH HHZ -0.415
137.4876 34.8976 WI N.SSRH HHZ -0.047
137.3587 37.4503 WI SUZU HHZ 0.01
134.9036 35.101 WI N.KAMH HHZ 0.05
131.8713 34.0573 WI KUDAMA HHZ 0.22
136.7643 36.1463 WI V.HSMD HHZ 2.345
133.6307 35.4668 WI N.AKSH HHZ -0.094
133.3927 35.3671 WI DP.ST09 HHZ 0.092
137.9688 35.755 WI N.KGNH HHZ 0.63
137.8072 36.3137 WI N.AHMH HHZ 0.982
137.84973 36.12544 WI E.ASI HHZ 0.86
133.3879 35.2857 WI DP.ST34 HHZ 0.302
136.1974 35.2334 WI DP.KK36 HHZ 0.294
131.3012 33.9893 WI N.UBEH HHZ -0.12
137.0253 36.2522 WI DP.AMJ HHZ 0.62
132.8032 33.7112 WI N.TBEH HHZ 0.005
133.027 35.499 WI IKUMA HHZ 0.02
135.5887 35.0455 WI DP.BWB6 HHZ 0.154
135.3742 34.8902 WI GS.ING HHZ -0.735
136.8231 36.1395 WI DP.OSKJ HHZ 1.245
135.8619 33.6072 WI N.NKTH HHZ -0.07
133.0016 33.5388 WI N.YNDH HHZ 0.354
135.1334 35.313 WI N.FKCH HHZ -0.261
134.0702 34.7501 WI N.SETH HHZ -0.171
134.4797 34.7934 WI N.AIOH HHZ -0.14
136.3877 35.1385 WI EIGENJ HHZ 0.433
135.5816 35.172 WI DP.BWB4 HHZ 0.379
137.3303 36.6082 WI TTATEY HHZ 0.236
133.8243 33.6748 WI N.KHUH HHZ 0.088
137.939 36.3036 WI N.ATYH HHZ 0.493
133.1375 34.5183 WI N.MIGH HHZ -0.041
133.5122 35.1386 WI DP.ST36 HHZ 0.591
135.6324 35.3113 WI DP.KK34 HHZ 0.266
131.9943 34.1974 WI N.MKWH HHZ -0.135
134.1779 33.2481 WI E.MRMJ HHZ 0.005
136.8764 35.4121 WI N.KMHH HHZ -0.067
137.5947 35.8776 WI DP.OT85 HHZ 0.944
136.6357 36.515 WI N.KNZH HHZ -0.701
137.9917 36.0467 WI N.TONH HHZ 0.889
133.184 33.865 WI N.SJOH HHZ -0.036
132.7023 35.0098 WI DP.ST28-2 HHZ 0.447
136.5866 34.3532 WI N.WATH HHZ -0.021
135.7538 35.16 WI DP.KK09 HHZ 0.632
134.8078 34.8164 WI N.KKGH HHZ -0.082
137.0378 36.7142 WI N.DMOH HHZ -0.209
135.2756 34.9743 WI DP.BWA9 HHZ 0.208
135.8694 35.5587 WI N.MIKH HHZ -0.199
137.6105 35.6056 WI N.NGIH HHZ 0.326
137.6261 35.3095 WI N.HRYH HHZ 0.858
136.46922 35.10839 WI NU.UGKC HHZ 0.301
135.5199 34.7159 WI N.OSKH HHZ -1.002
135.8574 33.9692 WI N.TKEH HHZ 0.38
133.4179 34.5566 WI N.KNBH HHZ -0.18
137.0419 34.6158 WI N.ATMH HHZ -0.295
132.1157 33.3719 WI N.MISH HHZ -0.214
137.0413 37.3644 WI N.YGDH HHZ 0.017
135.8206 35.1102 WI GS.OHR HHZ -0.063
136.962 36.9841 WI DP.NNJ HHZ 0.34
137.9389 36.1184 WI N.SOJH HHZ 0.501
132.8419 34.8602 WI DP.ST12 HHZ 0.209
136.3617 36.0955 WI N.EIHH HHZ -0.036
136.8206 37.0533 WI N.SHKH HHZ -0.182
134.2173 35.2604 WI N.CHZH HHZ 0.03
135.7958 35.4076 WI DP.KK10 HHZ 0.504
136.4134 35.6033 WI N.SKUH HHZ 0.152
135.6107 34.9459 WI DP.BWD5 HHZ 0.377
137.3902 34.6643 WI N.TYHH HHZ -0.302
135.981 35.5317 WI MIHAMA HHZ 0.161
135.173 34.2276 WI E.CWK HHZ 0.045
137.5309 35.8528 WI DP.OT61 HHZ 1.431
134.3156 33.6628 WI N.KNNH HHZ -0.104
